bend_hex	bend_int	lend_hex	lend_int	type	property
0B7349B1	2974380811	0B7349B1	2974380811	float	fDecalDistanceFade
C79750D4	3562051527	C79750D4	3562051527	float4	fGodRaysColor
23F01A31	 823848995	23F01A31	 823848995	float	fVAnimV__uiUNorm
2D58E957	1474910253	2D58E957	1474910253	bool 	bDotInverse
621399B7	3080262498	621399B7	3080262498	cbuffer	CBMhMaterialVfxIceLocal__disclosure
016058C2	3260571649	016058C2	3260571649	cbuffer	CBMotionBlurReconstruction
A98EBF43	1136627369	A98EBF43	1136627369	float	BokehIgnoreEffectRate
B268BBF5	4122699954	B268BBF5	4122699954	cbuffer	CBVRCompute
992D7B1C	 477834649	992D7B1C	 477834649	float	fAlbedoBlendRate
489B7B84	2222693192	489B7B84	2222693192	uint 	iRedirectOffset
C7606978	2020171975	C7606978	2020171975	float	fRadialBlurStart
FFF911E3	3809606143	FFF911E3	3809606143	bool 	bRefractionEnable
DE4D6396	2523090398	DE4D6396	2523090398	float	gForceWindCurve
0334A8A6	2796041219	0334A8A6	2796041219	float	fMaterialPaintCapsuleR
756A686E	1852336757	756A686E	1852336757	float3	fCubeMapFactor__uiColor
43A22191	2434900547	43A22191	2434900547	float	fDispMipLevel
D2D20721	 554160850	D2D20721	 554160850	float	fMaterialWetRoughness
C5EB83C7	3347311557	C5EB83C7	3347311557	cbuffer	SeaDisplacement
46AC5816	 374910022	46AC5816	 374910022	texture	tSkySunAlphaMap
CC0589E3	3817407948	CC0589E3	3817407948	texture	tMipFogTarget
9173FDF2	4076696465	9173FDF2	4076696465	UAV  	RwDOFAImage
5E4E0BD6	3591065182	5E4E0BD6	3591065182	cbuffer	CBMhMaterialEM118Local__disclosure
16069D1E	 513607190	16069D1E	 513607190	uint 	cNumWaveFunctionParam
586DE9F5	4125715800	586DE9F5	4125715800	float	fUserNormalMoveSpeed
FBAA7FC8	3363810043	FBAA7FC8	3363810043	float4	fSkyStarrySkyMapFactor
56E4AC18	 413983830	56E4AC18	 413983830	float	fAlphaTestControl__uiUNorm
27E27426	 645194279	27E27426	 645194279	texture	tNormalHeightMap__disclosure
E9203BE5	3845857513	E9203BE5	3845857513	cbuffer	CBMhMaterialEMLocal__disclosure
422C5CAA	2858167362	422C5CAA	2858167362	cbuffer	CBCubeBlend
B9CF750A	 175493049	B9CF750A	 175493049	float4	BokehFarFetchOffset
0D0A0D43	1124928013	0D0A0D43	1124928013	float	fProbeSize
9C1014CC	3423867036	9C1014CC	3423867036	bool 	bMaterialDebugZeroCheck
46355F1D	 492778822	46355F1D	 492778822	float	fEdgeSharpness
E8C59393	2475935208	E8C59393	2475935208	float	fParallaxAttenDistanceBegin
5C3243CD	3443733084	5C3243CD	3443733084	float3	fGUIDFParam0
F5FEB96F	1874460405	F5FEB96F	1874460405	texture	tHoldoutDepth
2AEC06A4	2751917098	2AEC06A4	2751917098	cbuffer	CBMhMaterialSpeedTreeStdFurLocal__disclosure
E6C11620	 538362342	E6C11620	 538362342	float	fRadialBlurWidthScale
E235D3CF	3486725602	E235D3CF	3486725602	float	fPaintRoughnessC__uiUNorm
B2C83D62	1648216242	B2C83D62	1648216242	=    	0x41f00000
0E3DD21E	 517094670	0E3DD21E	 517094670	UAV  	gDestAccum
C1AF958A	2325065665	C1AF958A	2325065665	float4	maxAABB
23A6A4E7	3886327331	23A6A4E7	3886327331	texture	tTemporalMap
0268C179	2042718210	0268C179	2042718210	uint 	iSampleCount
07F1E1B9	3118592263	07F1E1B9	3118592263	float4	fWaterCustomBlendBaseMapFactor//
A4321D33	 857551524	A4321D33	 857551524	bool 	bPaintShadeC
263BCDCA	3402447654	263BCDCA	3402447654	float	fRaflectionAngle__uiSNorm
7B76C26D	1841460859	7B76C26D	1841460859	=    	0x00000012
F687227C	2082637814	F687227C	2082637814	float4	fBlurOffset
2586C63D	1036420645	2586C63D	1036420645	uint 	fBlendType
CAA53D90	2419959242	CAA53D90	2419959242	texture	tSnowHeightMap
358020C8	3357573173	358020C8	3357573173	sampler	SSAlbedo
42E6FED5	3590252098	42E6FED5	3590252098	uint3	fLightShaftShadowMapRegion
CE433FD9	3644801998	CE433FD9	3644801998	sampler	SSRMT
5FD0A7E1	3785871455	5FD0A7E1	3785871455	cbuffer	CBMhMaterialVfxFloodLocal__disclosure
D394BE53	1404998867	D394BE53	1404998867	float3	fLightShaftAttenuation
BA54D41D	 500454586	BA54D41D	 500454586	bool 	bSpeedTreeLodSmooth
8E85F16A	1794213262	8E85F16A	1794213262	UAV  	gCollisionSpaceHeadUAV
BC0C1001	  17829052	BC0C1001	  17829052	cbuffer	cbHBAO
20970DA6	2785908512	20970DA6	2785908512	float4	fMaterialDebugColor
B491D030	 818975156	B491D030	 818975156	cbuffer	CBMhMaterialNPCLocal__disclosure
001E59E6	3864600064	001E59E6	3864600064	float2	fHermiteParamB
7D0AC4E4	3838052989	7D0AC4E4	3838052989	float	fSkyBlend
255789CA	3397998373	255789CA	3397998373	float4	sceneFFTStage
C751C6C9	3385217479	C751C6C9	3385217479	float	cAttenuation
B66255F5	4116013750	B66255F5	4116013750	texture	tSnowField2
48EDCA51	1372253512	48EDCA51	1372253512	cbuffer	CBSnowFall
DF4153A2	2723365343	DF4153A2	2723365343	texture	gLayoutCacheBuffer
CEFE452F	 793116366	CEFE452F	 793116366	float2	fSnowUVOffset__uiUNorm
FCF93577	2000026108	FCF93577	2000026108	cbuffer	CBVRFilter
E2FCBD2D	 767425762	E2FCBD2D	 767425762	float	fAngleTreshold
3F5A1DDD	3709688383	3F5A1DDD	3709688383	float3	fLightShaftDirection
11489CC3	3281799185	11489CC3	3281799185	float2	fLegendMetalMask__uiUNorm
76FBE32F	 803470198	76FBE32F	 803470198	sampler	SSSnowMaterialBlend__disclosure
271405EB	3942978599	271405EB	3942978599	float	BokehContrast
D4831068	1745912788	D4831068	1745912788	texture	gSrcAccum
EC8D739D	2641595884	EC8D739D	2641595884	UAV  	tMipMapColorTarget0
A4F94DED	3981310372	A4F94DED	3981310372	uint 	iCompareFlipSize
C97E39B3	3006889673	C97E39B3	3006889673	bool 	bUseWaveEmit
939785BF	3213203347	939785BF	3213203347	float4	fPrimParam4
C51360FB	4217377733	C51360FB	4217377733	texture	tGBuffer3
0FEFF635	 905375503	0FEFF635	 905375503	texture	tPanoramaMap__disclosure
62A72069	1763747682	62A72069	1763747682	float4	fPaintMapOffset__uiSNorm
27270720	 537339687	27270720	 537339687	uint 	iJitterType
D4778996	2525591508	D4778996	2525591508	float4	StPointVecRadius
964949DB	3679013270	964949DB	3679013270	uint 	iSize
5C77E453	1407481692	5C77E453	1407481692	float	fFacingLeavesShadowFactor__uiUNorm//
8B42B6F2	4072030859	8B42B6F2	4072030859	bool 	bSceneEnvMap
590DD01E	 516951385	590DD01E	 516951385	texture	SrcTexture
BC9C01BF	3204553916	BC9C01BF	3204553916	texture	tWaterCustomProjectionNormalMap
6A6C68EA	3932712042	6A6C68EA	3932712042	texture	tEffectDensity
DE330CFA	4195103710	DE330CFA	4195103710	float	fEdgesPerScreenHeight
B18486C9	3381036209	B18486C9	3381036209	float2	fWaterCustomUVOffsetSpeedFactor//
21015190	2421227809	21015190	2421227809	sampler_c	SSShadow
1F53EB08	 149639967	1F53EB08	 149639967	sampler	SSPaint__disclosure
75BEA1FF	4288790133	75BEA1FF	4288790133	texture	gTileLightParamSRV
D76F8472	1921282007	D76F8472	1921282007	float4	fSkyBlendCloudMapFactor2
2B2CCE4D	1305357355	2B2CCE4D	1305357355	float2	fResampleScreenSize
BE90B6A7	2813759678	BE90B6A7	2813759678	texture	tRefractionMaskMap__disclosure
7C1E50BD	3176144508	7C1E50BD	3176144508	float4	fUVTransformA
B2214E78	2018386354	B2214E78	2018386354	int2 	BokehBaseImageMaxFetchPosInt
A61DE81E	 518528422	A61DE81E	 518528422	float4	fDisplaceControl
A4F8D495	2513762468	A4F8D495	2513762468	float4	fGUINoiseOffset
98454828	 675825048	98454828	 675825048	float	fSkyFlowTime
0F514956	1447645455	0F514956	1447645455	cbuffer	CBPrimitiveDebug
9A5B95DA	3667221402	9A5B95DA	3667221402	texture	tOpacityMap__disclosure
B093355B	1530237872	B093355B	1530237872	sampler	SSColorGrading
8CB2CBC9	3385569932	8CB2CBC9	3385569932	float	pcoc
C860BDA3	2747097288	C860BDA3	2747097288	float	fSkyBlendCloudAlpha
826DF407	 133459330	826DF407	 133459330	sampler	SSDepth
9A2474D1	3514049690	9A2474D1	3514049690	cbuffer	CBBitonicSort
4D600196	2516672589	4D600196	2516672589	cbuffer	CB_TemporalAA
8865E689	2313577864	8865E689	2313577864	=    	0x3e800000
BD0BA943	1135152061	BD0BA943	1135152061	UAV  	gGpuLogUAV
469F6082	2187370310	469F6082	2187370310	bool 	bLightProbesEnable
7BC3AAC1	3249193851	7BC3AAC1	3249193851	float	fParallaxFactor__uiUNorm
23F2D156	1456599587	23F2D156	1456599587	float	fMummyTile
F9C54463	1665451513	F9C54463	1665451513	uint 	iTangentOffset
48D3D3F6	4141077320	48D3D3F6	4141077320	int  	AlwaysZeroValue
AC83FF0C	 218071980	AC83FF0C	 218071980	float	fSkyUVPhaseShiftH
DCFD2174	1948384732	DCFD2174	1948384732	float3	fColScatter
991FA7E3	3819380633	991FA7E3	3819380633	texture	tSkyBlendCloudMap2
B82CCA8A	2328505528	B82CCA8A	2328505528	sampler	SSColorMask__disclosure
13E4BC4F	1337779219	13E4BC4F	1337779219	float	fPaintMapNum
195D04CE	3456392473	195D04CE	3456392473	float	fRoughnessFillValue__uiUNorm//
BDC170A2	2725298621	BDC170A2	2725298621	float	oscillateSpeed
E4DBFCCB	3422346212	E4DBFCCB	3422346212	float	fToneEdge__uiUNorm
4AD721AD	2904676170	4AD721AD	2904676170	uint 	iMaterialCustomLightingGBufferIdMask//
9CEABAAD	2914708124	9CEABAAD	2914708124	uint 	iFogType
89628E4C	1284399753	89628E4C	1284399753	sampler	SSSkyBase
ECE7F63B	1006036972	ECE7F63B	1006036972	cbuffer	CBMhMaterialEC021Local__disclosure
A8FCB5F7	4155899048	A8FCB5F7	4155899048	cbuffer	CBSpeedTreeSystem
D9F73583	2201352153	D9F73583	2201352153	UAV  	rwClearLumTrans2
7B7DB128	 682720635	7B7DB128	 682720635	float	fFinSpectral__uiUNorm
70BC8EA4	2760817776	70BC8EA4	2760817776	float3	fSkyGlobalIntensity
DA95518D	2370934234	DA95518D	2370934234	texture	tPrimSceneDepthMap
2CD76977	2003425068	2CD76977	2003425068	uint 	iTargetID
320A8C14	 344721970	320A8C14	 344721970	bool 	bUseEmitMask
67E6C7E6	3871860327	67E6C7E6	3871860327	UAV  	FarAlphaDst
C7643AFD	4248462535	C7643AFD	4248462535	float3	fDetailEmit__uiColor
638E8CDC	3700199011	638E8CDC	3700199011	uint 	iSkyGBufferId
3002E121	 568394288	3002E121	 568394288	float4	fPrimParam3
864F357B	2067091334	864F357B	2067091334	float3	fScale
3CDAA4F2	4070890044	3CDAA4F2	4070890044	=    	0x447a0000
89F07BE8	3900436617	89F07BE8	3900436617	float4x4	viewMatrix
666E944E	1318350438	666E944E	1318350438	float	fDispArraySlice
9AF2C0B2	2998989466	9AF2C0B2	2998989466	uint4	extra
010F16C2	3256225537	010F16C2	3256225537	uint4	iPrimitiveInfo
B533A682	2191930293	B533A682	2191930293	texture	tFinalLuminance
AD2A2583	2200251053	AD2A2583	2200251053	float	fCircleCullDistanceSq
08177D1A	 444405512	08177D1A	 444405512	sampler	SSEmissive__disclosure
D8DDFB1E	 519822808	D8DDFB1E	 519822808	sampler	SSRefraction
85943100	   3249285	85943100	   3249285	float	padding_0
18CA9B93	2476460568	18CA9B93	2476460568	=    	0x3f666666
C4531438	 940856260	C4531438	 940856260	float	projScale
D29C6E14	 342793426	D29C6E14	 342793426	float	BokehMipmapScale
EF5921CC	3424737775	EF5921CC	3424737775	bool 	bFlowDirLocalSpace
957FDCC4	3302784917	957FDCC4	3302784917	UAV  	rwTileIS_Multi_nc__uavcounter
87138A7D	2106200967	87138A7D	2106200967	sampler	SSAlbedoBlend__disclosure
7B28C187	2277582971	7B28C187	2277582971	float	fGammaCorrectEx
F31AB93E	1052318451	F31AB93E	1052318451	float	fPrimaryShadowUpsampleThresholdDiffInv//
A84167D4	3563536808	A84167D4	3563536808	float	fContentScaleBase
812BF9C9	3388550017	812BF9C9	3388550017	float	cTsSubdivInv
9C918BD5	3582693788	9C918BD5	3582693788	float4	fLineColor
AF57BD6E	1857902511	AF57BD6E	1857902511	float	fFurEdgeBlend__uiUNorm
D7EBCABE	3200969687	D7EBCABE	3200969687	texture	tWaterCubeMapA
9DBF6B51	1366015901	9DBF6B51	1366015901	float	fVelocityAttn
315CEC35	 904682545	315CEC35	 904682545	cbuffer	CBLGTPRBGen
E26AA48E	2393139938	E26AA48E	2393139938	cbuffer	CBMhSky2PS
8595AB18	 413898117	8595AB18	 413898117	float2	fDecalDistanceFadeRange
66C869BC	3161049190	66C869BC	3161049190	float	fBokehRangeScale
A3489226	 647121059	A3489226	 647121059	UAV  	rwCheckerLuminance
E6CA41A2	2722220774	E6CA41A2	2722220774	texture	tDetailEmissiveMap__disclosure
04A5FF80	2164237572	04A5FF80	2164237572	cbuffer	CBOutline
52C6AE24	 615433810	52C6AE24	 615433810	cbuffer	CBMhMaterialFakeInnerEmitLocal__disclosure
D3DD5CE1	3780959699	D3DD5CE1	3780959699	float4	fEdgeColor__uiColor
36E41964	1679418422	36E41964	1679418422	UAV  	ouputBufferSH3_TRGB
E8EBA2C4	3299011560	E8EBA2C4	3299011560	sampler	SSNormal
BFA98C51	1368172991	BFA98C51	1368172991	float	fIntermediate
DC5E1120	 538009308	DC5E1120	 538009308	float	fPaintRoughnessB__uiUNorm
E1FD6808	 141098465	E1FD6808	 141098465	cbuffer	CBMhMaterialEMSLocal__disclosure
B677A36D	1839429558	B677A36D	1839429558	texture	tDepthMap
10BE7292	2456993296	10BE7292	2456993296	texture	tileDepth
6DDF35D5	3577077613	6DDF35D5	3577077613	float	fWN_RimRate__uiUNorm
D71EE203	  65150679	D71EE203	  65150679	float	fFilterSampleWeights
BB105854	1415057595	BB105854	1415057595	texture	tLightProbesShadowMap
5D780C43	1124890717	5D780C43	1124890717	float4	fOffsets
64CDFED8	3640577380	64CDFED8	3640577380	cbuffer	CBMhSky2VS
5DC0A9F3	4087988317	5DC0A9F3	4087988317	uint 	PickRequestCount
B8793347	1194555832	B8793347	1194555832	texture	tNeighborMax
DD82D76D	1842840285	DD82D76D	1842840285	sampler	SSWaterCustom
72C61FEF	4011837042	72C61FEF	4011837042	sampler	SSSystemCopy
5B00D065	1708130395	5B00D065	1708130395	float2	fRoughMask__uiUNorm
343CDDB6	3067952180	343CDDB6	3067952180	UAV  	clearL2
67B0FE58	1493086311	67B0FE58	1493086311	float	fWaterCustomShadowDistortion//
66903DFF	4282224742	66903DFF	4282224742	cbuffer	CBMhMaterialSlantFloor
94F4FF6E	1862268052	94F4FF6E	1862268052	uint 	packedData
C3F3C68D	2378625987	C3F3C68D	2378625987	float	fImportanceBias
A78304FE	4261708711	A78304FE	4261708711	float	fMetalic__uiUNorm
13903CB8	3090976787	13903CB8	3090976787	float	fWaterCustomMetallic
9923CBBC	3167429529	9923CBBC	3167429529	cbuffer	CBTest
407AF127	 670136896	407AF127	 670136896	cbuffer	CBFilter
4CA4D28E	2396169292	4CA4D28E	2396169292	cbuffer	CBSpeedTreeLocalWindPF
147F1ED1	3508436756	147F1ED1	3508436756	float4	fPlaneColor
6A9CDF5A	1524604010	6A9CDF5A	1524604010	texture	tUnderNormalMap
1BE2DA72	1926947355	1BE2DA72	1926947355	float	fBlinkSpeed
F8E5CEA8	2832131576	F8E5CEA8	2832131576	sampler	SSDecalCube
BA4AAD4C	1286425274	BA4AAD4C	1286425274	texture	tSkyCloudsTopMap1
5D6D3A24	 607808861	5D6D3A24	 607808861	float3	fGUIIconLightDir
9A815107	 122782106	9A815107	 122782106	texture	gUpdateBuffer2
15BD91EF	4019305749	15BD91EF	4019305749	texture	tTubeLightTexture3
A66F0DAC	2886561702	A66F0DAC	2886561702	sampler	SSClampPoint
DDDE9EA3	2745097949	DDDE9EA3	2745097949	uint 	iPrimRequestNum
880604B3	3003385480	880604B3	3003385480	cbuffer	CBMhSkyGBuffer
C6A93B60	1614522822	C6A93B60	1614522822	cbuffer	CBBlink
761EB80A	 179838582	761EB80A	 179838582	float	HBAOAoMultiplier
0EED290C	 204074254	0EED290C	 204074254	sampler	SSSystemSnowHeight
44099B84	2224752964	44099B84	2224752964	uint 	iVBOffsetPosition
BD6DF8CD	3455610301	BD6DF8CD	3455610301	sampler	SSAlbedo__disclosure
9BA0E5C3	3286605979	9BA0E5C3	3286605979	float	fHdrOutputWhiteLevel
AB2D1F36	 908012971	AB2D1F36	 908012971	float	fSourceMipLevel
9D020041	1090519709	9D020041	1090519709	texture	tWaterCustomAlphaMap
D381B13D	1035043283	D381B13D	1035043283	float2	fMeshCenter
363FA0FB	4221583158	363FA0FB	4221583158	float3	fWorldOffset
7EE964F8	4167362942	7EE964F8	4167362942	float	gForceWindMass
CB6372F7	4151469003	CB6372F7	4151469003	float4	fSnowControl
06AD8D13	 328051974	06AD8D13	 328051974	texture	gImpactIvyFloorPointBufferPF
CFD1D549	1238749647	CFD1D549	1238749647	texture	tRMTBlendMapB__disclosure
9A90E16E	1860276378	9A90E16E	1860276378	float3	fGUIGBufferParam
8E7FE499	2581888910	8E7FE499	2581888910	sampler	SSTranslucency__disclosure
0809C368	1757612296	0809C368	1757612296	texture	tAlphaMap
0646548F	2404664838	0646548F	2404664838	bool 	bLightSortByType
08DC005F	1593891848	08DC005F	1593891848	cbuffer	CBColorCorrectToneCurve
A201DC43	1138491810	A201DC43	1138491810	texture	tSnowMaterialBlendMap__disclosure
4C0034B6	3056861260	4C0034B6	3056861260	float4	fWaterCustomBaseMapFactor
3FECF159	1509026879	3FECF159	1509026879	cbuffer	CBHermiteCurve
8D8698E7	3885532813	8D8698E7	3885532813	float	fRefractionPow__uiUNorm
BDBAA18D	2376186557	BDBAA18D	2376186557	float	out_alpha
9EF5C315	 365163934	9EF5C315	 365163934	cbuffer	CBMhMaterialStdLocal__disclosure
B3675D11	 291334067	B3675D11	 291334067	float2	fSkyBaseTopCloudUVOffset1
22456B73	1936409890	22456B73	1936409890	float	fWaterCustomFlowStrength
31ACEA11	 300592177	31ACEA11	 300592177	float4	fSnowHeightRegion
F1DF0BFA	4195082225	F1DF0BFA	4195082225	float	padding
FFC00FD2	3524247807	FFC00FD2	3524247807	float3	fBurnColor__uiColor
0F37FA74	1962555151	0F37FA74	1962555151	texture	gTiangleIndex
452A56A4	2757110341	452A56A4	2757110341	int  	iShaderMode
C360B07C	2091933891	C360B07C	2091933891	texture	recomputeMap
32278B2D	 764094258	32278B2D	 764094258	cbuffer	CBMaterialCommon__disclosure
EE0394FF	4287890414	EE0394FF	4287890414	uint 	iEmitterCount
3E04274C	1277625406	3E04274C	1277625406	uint 	iInnerSubdiv
50933506	 104174416	50933506	 104174416	bool 	bVignetting
B55FAFA5	2779733941	B55FAFA5	2779733941	texture	inputCount
89B733FA	4197693321	89B733FA	4197693321	sampler	SSProjectionLight
254C1FAC	2887732261	254C1FAC	2887732261	float2	fMaxTexCoord
2FD2D553	1406521903	2FD2D553	1406521903	=    	0x42f00000
5890133E	1041469528	5890133E	1041469528	UAV  	gErrorUnitData
CF82F24A	1257407183	CF82F24A	1257407183	sampler	SSPoint
5A62EE6F	1877893722	5A62EE6F	1877893722	cbuffer	CBSpeedTreeGlobalWind
4AEFD023	 600895306	4AEFD023	 600895306	float	fFireFactor
C445DBD6	3604694468	C445DBD6	3604694468	texture	tAlbedoOverMap__disclosure
BE09A5F4	4104456638	BE09A5F4	4104456638	float3	fCameraDir
D672DC82	2195485398	D672DC82	2195485398	float	fGodRaysMaskWeight
BBA9C146	1187097019	BBA9C146	1187097019	bool 	bAlphaDither
C592806F	1870697157	C592806F	1870697157	float	fEdgeFoamPow
C6593D0D	 222124486	C6593D0D	 222124486	float	fWaterLerpGtoB
39A226C6	3324420665	39A226C6	3324420665	texture	gVoxelMeshIndex
D6347891	2440574166	D6347891	2440574166	cbuffer	CBSystem
9A7AB484	2226420378	9A7AB484	2226420378	float	fFilterSampleOffsets
31446EA7	2809021489	31446EA7	2809021489	UAV  	tPrecomputedMieOutput
8FDCC418	 415554703	8FDCC418	 415554703	cbuffer	CBMhMaterialEM106Local__disclosure
60307E6A	1786654816	60307E6A	1786654816	uint 	iDestNormalStride
FEF58772	1921512958	FEF58772	1921512958	}    	sphericalVolumes
A17D4681	2168880545	A17D4681	2168880545	float4	fRadialBlurColor
35DD9252	1385356597	35DD9252	1385356597	float	fSpecularIntensity
D6BAAC05	  95206102	D6BAAC05	  95206102	bool 	bPassThrough
213DC200	  12729633	213DC200	  12729633	UAV  	gLightBitArray
07D5B8E8	3904427271	07D5B8E8	3904427271	sampler	SSFur__disclosure
5536DADD	3722065493	5536DADD	3722065493	float	fWaterIntensitySheet
04710E83	2198761732	04710E83	2198761732	texture	tFogVolumeMap
8C97E084	2229311372	8C97E084	2229311372	float	fAnimEmitWave
3ED2F301	  32756286	3ED2F301	  32756286	float4	fGodRayParams
D511113F	1058083285	D511113F	1058083285	texture	tPreDepth
3C7F6605	  90603324	3C7F6605	  90603324	float	fRimAlphaPower__uiUNorm
8E4F6689	2305183630	8E4F6689	2305183630	float4	minAABB
A80405BE	3187999912	A80405BE	3187999912	int  	iThreshold
28D3C70B	 197645096	28D3C70B	 197645096	bool 	bEmissive
035002CC	3422703619	035002CC	3422703619	float	fSnowFieldBasePositionY
0A8B3AE8	3896150794	0A8B3AE8	3896150794	sampler	SSDevelop
DC861030	 806389468	DC861030	 806389468	sampler	SSGeneric__disclosure
3C9A1517	 387291708	3C9A1517	 387291708	UAV  	gDeformedVB
6D99206D	1830852973	6D99206D	1830852973	uint 	iFlags
081E8C70	1888230920	081E8C70	1888230920	float3	fMummyEmitColor__uiColor
F6B39EDC	3701388278	F6B39EDC	3701388278	uint 	iVertexCount
C3FB75AE	2926967747	C3FB75AE	2926967747	float2	froxelDimInv
A45C4BEA	3930807460	A45C4BEA	3930807460	float2	fSkyBlendSideCloudUVOffset
D051B9D6	3602469328	D051B9D6	3602469328	cbuffer	CBSky
C8F2D345	1171518152	C8F2D345	1171518152	float	fTotalOpacity__uiUNorm
56E49B0C	 211543126	56E49B0C	 211543126	bool 	cLodEnabled
7F197FED	3984529791	7F197FED	3984529791	bool 	bCheckerboard
A88DDAF2	4074409384	A88DDAF2	4074409384	float	fContentScalePassScreen
6F82E897	2548597359	6F82E897	2548597359	float4	fSkySunMapFactor
26B5A8F6	4138251558	26B5A8F6	4138251558	float	fWaterCustomRefraction
212CA489	2309237793	212CA489	2309237793	float	fNoiseWaveDensity
2D354F26	 642725165	2D354F26	 642725165	sampler	SSSystemSnowHeightDS
FDB1A469	1772401149	FDB1A469	1772401149	cbuffer	CBMhMaterialEM124Local__disclosure
81771F11	 287274881	81771F11	 287274881	uint 	iResetUnusedIndexCount
04D8641E	 509925380	04D8641E	 509925380	cbuffer	CBShapeMesh
2A158D50	1351423274	2A158D50	1351423274	bool 	bPaintEmitC
D77D30F2	4063264215	D77D30F2	4063264215	float	fSkyRadius
4DE61B47	1193010765	4DE61B47	1193010765	uint 	iOutputFlags
A3E233A0	2687754915	A3E233A0	2687754915	float4	fSnowFieldPreDepthBoundings
0E710AB6	3054137614	0E710AB6	3054137614	texture	tSnowField13
1F07470B	 189204255	1F07470B	 189204255	float3	clipConstant
808C69DE	3731459200	808C69DE	3731459200	float	fDispFactor
C318AD91	2444040387	C318AD91	2444040387	texture	tAlbedoBlendMapR__disclosure
8148B72D	 766986369	8148B72D	 766986369	sampler	SSAlpha
EFFB8965	1703541743	EFFB8965	1703541743	float	fPartsMaskD__uiUNorm
9D4567E9	3915859357	9D4567E9	3915859357	float2	BokehBaseImageMaxFetchPos
C334AEF7	4155389123	C334AEF7	4155389123	float4	fRGBBlurWeight
B372F4AD	2918478515	B372F4AD	2918478515	cbuffer	CBUpdateBufferFromMesh
EBB8E71C	 484948203	EBB8E71C	 484948203	sampler	SSFogWrapLinear
52460968	1745438290	52460968	1745438290	texture	tSkySunMap
6AFBB243	1135803242	6AFBB243	1135803242	texture	tSkySunRegionMap
D92A153B	 991242969	D92A153B	 991242969	texture	tAlbedoMap__disclosure
1FF88E1C	 479131679	1FF88E1C	 479131679	=    	0x3e19999a
6548BFC0	3233761381	6548BFC0	3233761381	float	fSnowAlphaRef__uiUNorm
7021D74E	1322721648	7021D74E	1322721648	float3	fFakeLightColor__uiColor
A39A8924	 612997795	A39A8924	 612997795	float2	fWaterCustomUVOffsetSpeedFactorDetail//
8530D5A9	2849321093	8530D5A9	2849321093	texture	tNormalBlendMapR
A3901A93	2467991715	A3901A93	2467991715	float	fWaterSheetLifeFactor
880A1317	 387123848	880A1317	 387123848	float	fParallaxVertexOffset
3DAC411B	 457288765	3DAC411B	 457288765	float	fDOFFarLimit
87159E15	 362681735	87159E15	 362681735	texture	tWaterNormal
DAA9C1A5	2780932570	DAA9C1A5	2780932570	UAV  	rwClearRecomputeMap0
2C3BCADB	3687463724	2C3BCADB	3687463724	UAV  	tTSAODepthMipMapTarget0
D47E7537	 930447060	D47E7537	 930447060	float	fSHSSAOEffect
056E9F07	 127888901	056E9F07	 127888901	cbuffer	CBMhMaterialVfxFakeInnerLocal__disclosure
3A1280A0	2692747834	3A1280A0	2692747834	float	fSpecularTemporalBlendRate
4F95BC11	 297571663	4F95BC11	 297571663	UAV  	rwSunPixelCount
CB9F9A44	1150984139	CB9F9A44	1150984139	float4	fBaseMapModLimitMin__uiUNorm//
DC5206A4	2751877852	DC5206A4	2751877852	texture	tCASInput
420C7D0D	 226298946	420C7D0D	 226298946	uint 	SnowPickRenderFrame
F3EA3ACD	3443190515	F3EA3ACD	3443190515	float4	fUVTransformD
E1DC8B89	2307644641	E1DC8B89	2307644641	texture	tFacePaintMap__disclosure
890B6C13	 325847945	890B6C13	 325847945	cbuffer	CBMhMaterialEM102Local__disclosure
BB8AC30C	 214141627	BB8AC30C	 214141627	cbuffer	CBMhMaterialEM024Local__disclosure
8823C66C	1824924552	8823C66C	1824924552	float2	fTemporalOffset
B10C7750	1349979313	B10C7750	1349979313	cbuffer	CBMhMaterialVfxDistDispWLocal__disclosure
4EBF9F6F	1872740174	4EBF9F6F	1872740174	texture	tileUnused
B9D6F47F	2146752185	B9D6F47F	2146752185	float	fNormalSlope
CA0244BA	3125019338	CA0244BA	3125019338	float3	fGUIDFParam1
DF7EBD6B	1807580895	DF7EBD6B	1807580895	UAV  	tMipMapTarget3
FDF290B7	3079729917	FDF290B7	3079729917	float	fLuminanceExpScale
61968B9F	2676725345	61968B9F	2676725345	float3	fTestLightColor
E8871F20	 538937320	E8871F20	 538937320	float	fMipFogRotCos
BA146530	 811930810	BA146530	 811930810	texture	tTransmittance
8D105EC4	3294498957	8D105EC4	3294498957	bool 	bWindOneSidedUvFlip
89CB8C25	 629984137	89CB8C25	 629984137	float	fDecalFlowTime
5948E755	1441220697	5948E755	1441220697	float4	fViewFrustum
B09170F7	4151349680	B09170F7	4151349680	float	fWaterNormalSharpness
7B5BE549	1239767931	7B5BE549	1239767931	texture	tPatternMap__disclosure
2E810564	1678082350	2E810564	1678082350	bool 	bMaterialCustomLighting
3CF8BCD8	3636262972	3CF8BCD8	3636262972	texture	tTranslucencyMap__disclosure
4C61C7B8	3100074316	4C61C7B8	3100074316	float	fWhitecapDepthFade
B8EDDBE0	3772509624	B8EDDBE0	3772509624	float3	fFireColor
A41C84C3	3280215204	A41C84C3	3280215204	float	fFitRange
